Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Middle East & North Africa (excluding high income),MNA,6303884607
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Middle East & North Africa (IDA & IBRD countries),TMN,6288309035
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Middle income,MIC,1.02271E+11
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,North America,NAC,80151176677
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Not classified,INX,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,OECD members,OED,2.72544E+11
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Other small states,OSS,16191185078
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Pacific island small states,PSS,138607517.1
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Post-demographic dividend,PST,2.58351E+11
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Pre-demographic dividend,PRE,5894863580
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Small states,SST,17369539830
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Asia,SAS,9767356854
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Asia (IDA & IBRD),TSA,9767356854
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sub-Saharan Africa,SSF,7612503359
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sub-Saharan Africa (excluding high income),SSA,7539140362
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sub-Saharan Africa (IDA & IBRD countries),TSS,7612503359
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Upper middle income,UMC,80639030726
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,World,WLD,4.48916E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Afghanistan,AFG,23404553.65
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Albania,ALB,1201022154
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Algeria,DZA,1381269144
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,American Samoa,ASM,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Andorra,AND,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Angola,AGO,-4098478748
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Antigua and Barbuda,ATG,139466666.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Argentina,ARG,6663062112
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Armenia,ARM,254077251.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Aruba,ABW,-75226540.68
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Australia,AUS,39897440703
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Austria,AUT,-8100275768
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Azerbaijan,AZE,1503918000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Bahamas, The",BHS,264596251.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bahrain,BHR,941755319.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bangladesh,BGD,1908045387
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Barbados,BRB,215370000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belarus,BLR,1273300000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belgium,BEL,-28965673808
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belize,BLZ,93910241.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Benin,BEN,218207871.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bermuda,BMU,4389826.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bhutan,BTN,13011377.29
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bolivia,BOL,-216636843.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bosnia and Herzegovina,BIH,390210690.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Botswana,BWA,260928016.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brazil,BRA,69174411753
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,British Virgin Islands,VGB,57996843294
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brunei Darussalam,BRN,373256767.2
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bulgaria,BGR,2075750000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burkina Faso,BFA,162970140.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burundi,BDI,1044960.501
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cabo Verde,CPV,107810523.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cambodia,KHM,3663032999
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cameroon,CMR,1024779238
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Canada,CAN,45087716090
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cayman Islands,CYM,984919518.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central African Republic,CAF,25601157.42
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chad,TCD,566638950.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Channel Islands,CHI,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chile,CHL,12586607704
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,China,CHN,1.8717E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Colombia,COL,14313590447
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Comoros,COM,3677361.421
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Dem. Rep.",COD,1350994226
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Rep.",COG,3366085029
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Costa Rica,CRI,2505080215
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cote d'Ivoire,CIV,848881139.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Croatia,HRV,1170052265
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cuba,CUB,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Curacao,CUW,67780648.85
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cyprus,CYP,25930367780
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Czech Republic,CZE,10752120871
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Denmark,DNK,-7499269283
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Djibouti,DJI,175000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominica,DMA,32551851.85
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominican Republic,DOM,2829200000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ecuador,ECU,961608329.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Egypt, Arab Rep.",EGY,9010100000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,El Salvador,SLV,696287032.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Equatorial Guinea,GNQ,452287114.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Eritrea,ERI,67116000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Estonia,EST,2962634486
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ethiopia,ETH,2516228020
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Faroe Islands,FRO,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Fiji,FJI,322282826.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Finland,FIN,15768223069
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,France,FRA,51038713851
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,French Polynesia,PYF,32625026.51
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Gabon,GAB,1553136883
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Gambia, The",GMB,32266071.55
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Georgia,GEO,1341122820
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Germany,DEU,67618997074
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ghana,GHA,3879831470
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Gibraltar,GIB,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Greece,GRC,4999635990
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Greenland,GRL,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Grenada,GRD,131044444.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guam,GUM,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guatemala,GTM,1169327140
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guinea,GIN,44400000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guinea-Bissau,GNB,71658680.34
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guyana,GUY,1695179887
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Haiti,HTI,75000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Honduras,HND,955095298
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Hong Kong SAR, China",HKG,58299361095
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Hungary,HUN,92164560624
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Iceland,ISL,-600034636.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,India,IND,50610647354
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Indonesia,IDN,24993551748
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Iran, Islamic Rep.",IRN,1508000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Iraq,IRQ,-3075600000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ireland,IRL,-46633226471
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Isle of Man,IMN,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Israel,ISR,19047100000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Italy,ITA,31185214397
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jamaica,JAM,665415555
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Japan,JPN,39932871887
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jordan,JOR,825492957.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kazakhstan,KAZ,3320645021
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kenya,KEN,1332436904
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kiribati,KIR,-558280.5023
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Dem. People's Rep.",PRK,25759138.61
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Rep.",KOR,9634300000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kosovo,XKX,285081551.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kuwait,KWT,515617569.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kyrgyz Republic,KGZ,278859100
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lao PDR,LAO,755524124.2
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latvia,LVA,1059246101
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lebanon,LBN,2223271880
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lesotho,LSO,117671911.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Liberia,LBR,86681700.46
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Libya,LBY,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Liechtenstein,LIE,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lithuania,LTU,1573981541
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Luxembourg,LUX,-11420831094
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Macao SAR, China",MAC,6484462571
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,North Macedonia,MKD,549500829.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Madagascar,MDG,474311425.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malawi,MWI,98422743.26
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malaysia,MYS,9101052111
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Maldives,MDV,961146508.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mali,MLI,493823353.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malta,MLT,4256165676
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Marshall Islands,MHL,4177233.798
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mauritania,MRT,-883561115.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mauritius,MUS,472302807.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mexico,MEX,29375485438
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Micronesia, Fed. Sts.",FSM,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Moldova,MDA,501610000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Monaco,MCO,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mongolia,MNG,2443343095
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Montenegro,MNE,418205414.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Morocco,MAR,1720825003
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mozambique,MOZ,2180768236
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Myanmar,MMR,1735589413
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Namibia,NAM,-176478261.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nauru,NRU,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nepal,NPL,185554758.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Netherlands,NLD,35689139761
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Caledonia,NCL,413344988.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Zealand,NZL,2943285693
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nicaragua,NIC,503000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Niger,NER,717147639.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nigeria,NGA,2305099812
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Northern Mariana Islands,MNP,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Norway,NOR,17055995016
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Oman,OMN,3419765930
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Pakistan,PAK,2234000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Palau,PLW,22000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Panama,PAN,5891326086
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Papua New Guinea,PNG,333974905.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Paraguay,PRY,596238194.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Peru,PER,8891912446
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Philippines,PHL,8671365874
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Poland,POL,14399000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Portugal,PRT,10332167493
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Puerto Rico,PRI,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Qatar,QAT,-2812637363
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Romania,ROU,7365441774
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Russian Federation,RUS,31974770000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Rwanda,RWA,384461863.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Samoa,WSM,1019329.508
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,San Marino,SMR,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sao Tome and Principe,STP,24191799.51
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Saudi Arabia,SAU,4562573671
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Senegal,SEN,983338154
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Serbia,SRB,4268709250
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Seychelles,SYC,253880560.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sierra Leone,SLE,342447726.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Singapore,SGP,1.20439E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sint Maarten (Dutch part),SXM,55277704.1
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Slovak Republic,SVK,2312686694
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Slovenia,SVN,1709955186
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Solomon Islands,SLB,32787092.72
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Somalia,SOM,447000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Africa,ZAF,5116098443
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Sudan,SSD,-231840000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Spain,ESP,14813334470
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sri Lanka,LKA,758186663.2
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Kitts and Nevis,KNA,92266666.67
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Lucia,LCA,30640740.74
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Martin (French part),MAF,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Vincent and the Grenadines,VCT,113066666.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sudan,SDN,825354992.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Suriname,SUR,72402793.87
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Eswatini,SWZ,127970922
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sweden,SWE,16611719241
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Switzerland,CHE,37313310481
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Syrian Arab Republic,SYR,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tajikistan,TJK,212809730.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tanzania,TZA,990626173.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Thailand,THA,4816635832
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Timor-Leste,TLS,74580323.02
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Togo,TGO,345697547
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tonga,TON,1742414.095
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Trinidad and Tobago,TTO,183972765.3
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tunisia,TUN,810173457.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turkey,TUR,9266000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turkmenistan,TKM,2165862500
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turks and Caicos Islands,TCA,26961666.67
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tuvalu,TUV,298862.0826
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uganda,UGA,1266026788
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ukraine,UKR,5833000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Arab Emirates,ARE,13787465940
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Kingdom,GBR,2236675458
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United States,USA,3.51631E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uruguay,URY,1305948252
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uzbekistan,UZB,2316482962
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Vanuatu,VUT,34774936.75
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Venezuela, RB",VEN,934000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Vietnam,VNM,16120000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Virgin Islands (U.S.),VIR,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,West Bank and Gaza,PSE,121633487.4
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Yemen, Rep.",YEM,-370982777.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Zambia,ZMB,547967909.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Zimbabwe,ZWE,280000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Africa Eastern and Southern,AFE,14632685056
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Africa Western and Central,AFW,16745229088
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Arab World,ARB,33628195457
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Caribbean small states,CSS,3729884532
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central Europe and the Baltics,CEB,1.37545E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Early-demographic dividend,EAR,2.21088E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific,EAS,5.46986E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific (excluding high income),EAP,2.60301E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific (IDA & IBRD countries),TEA,2.60297E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Euro area,EMU,1.7613E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia,ECS,4.32275E+11
